defendant_id,age,sex,race,prior_offenses,offense_severity,employment_status,education,marital_status,substance_abuse,mental_health,neighborhood_crime_rate,bail_amount,time_served_months,recidivism_risk,low_risk_approved
302609,28,Female,Black,1,Felony_Low,Self-employed,Some_College,Widowed,Yes,No,87.7,10661,39,High,No
302610,64,Male,Black,6,Felony_Low,Unemployed,Bachelors,Married,No,No,42.1,3823,57,High,No
302611,24,Male,White,4,Felony_Mid,Unemployed,No_HS,Widowed,No,No,41.1,500,32,High,No
302612,46,Male,White,5,Felony_Mid,Employed,Some_College,Married,No,Yes,62.6,2766,48,High,No
302613,19,Male,Black,8,Felony_Mid,Part-time,High_School,Divorced,No,No,45.7,3708,46,High,No
302614,34,Male,Black,0,Felony_Low,Employed,High_School,Single,No,No,42.1,12129,7,High,No
302615,24,Male,Black,8,Misdemeanor,Unemployed,No_HS,Single,No,No,41.6,6509,11,High,No
302616,34,Male,Black,7,Misdemeanor,Part-time,High_School,Divorced,No,No,58.1,5474,8,High,No
302617,19,Female,Black,2,Felony_Mid,Part-time,Bachelors,Married,Yes,No,72.1,500,14,High,No
302618,22,Male,Asian,3,Misdemeanor,Employed,No_HS,Married,No,No,56.5,500,14,High,No
302619,68,Male,White,3,Misdemeanor,Employed,No_HS,Widowed,No,No,93.7,7911,43,Medium,Yes
302620,26,Female,White,4,Felony_High,Employed,Some_College,Married,No,No,64.1,12580,37,High,No
302621,42,Male,White,9,Misdemeanor,Part-time,Bachelors,Married,Yes,No,77.1,541,38,High,No
302622,34,Female,Black,3,Misdemeanor,Employed,No_HS,Widowed,No,No,95.9,9292,27,High,No
302623,66,Female,Black,2,Felony_Mid,Self-employed,No_HS,Single,No,No,76.2,5833,12,Medium,Yes
302624,25,Male,Hispanic,4,Misdemeanor,Part-time,High_School,Married,No,Yes,68.9,8274,22,High,No
302625,41,Male,Hispanic,4,Felony_Low,Unemployed,Some_College,Divorced,No,No,78,500,8,High,No
302626,38,Male,Black,9,Misdemeanor,Employed,Bachelors,Married,Yes,Yes,26,11489,12,High,No
302627,46,Male,Other,5,Misdemeanor,Part-time,High_School,Divorced,No,No,33.4,2557,40,High,No
302628,53,Female,Black,1,Felony_Low,Unemployed,High_School,Married,Yes,No,54.2,500,37,High,No
302629,58,Female,Black,7,Misdemeanor,Employed,Some_College,Widowed,No,No,70.9,1626,13,Medium,No
302630,36,Male,White,9,Misdemeanor,Part-time,Some_College,Married,No,No,33.7,5093,17,High,No
302631,47,Female,Other,3,Felony_High,Employed,High_School,Divorced,No,No,37.9,6018,49,High,Yes
302632,59,Male,White,0,Misdemeanor,Employed,Graduate,Single,Yes,No,80.7,2796,11,Medium,No
302633,37,Female,Hispanic,10,Misdemeanor,Employed,High_School,Widowed,No,No,19,4488,54,High,No
302634,45,Female,White,9,Felony_Low,Employed,Some_College,Married,No,No,26.6,6096,6,High,No
302635,65,Male,Black,10,Felony_High,Unemployed,No_HS,Divorced,Yes,Yes,15.7,8058,20,High,No
302636,36,Male,Black,2,Misdemeanor,Unemployed,No_HS,Single,No,No,60.5,500,48,Medium,No
302637,32,Female,White,1,Felony_Low,Employed,High_School,Divorced,No,Yes,77.5,5752,37,High,No
302638,20,Male,Black,0,Felony_High,Unemployed,Graduate,Married,No,No,107.8,3121,13,High,No
302639,19,Female,White,12,Felony_High,Employed,High_School,Widowed,No,Yes,0,2843,15,Medium,Yes
302640,53,Female,Asian,7,Felony_High,Unemployed,High_School,Married,No,Yes,22.5,9156,5,High,No
302641,62,Female,White,11,Felony_Low,Part-time,Some_College,Divorced,No,No,40.5,3384,49,Medium,Yes
302642,67,Male,Asian,8,Felony_High,Self-employed,Bachelors,Divorced,No,No,115.8,8257,42,High,No
302643,32,Male,White,12,Felony_Low,Employed,Some_College,Divorced,No,No,104.3,5187,26,High,No
302644,57,Female,Asian,4,Felony_Mid,Employed,No_HS,Divorced,No,Yes,22.3,2586,14,High,Yes
302645,26,Male,Black,11,Felony_Mid,Unemployed,No_HS,Widowed,No,Yes,74.6,5586,41,High,No
302646,43,Female,Black,1,Misdemeanor,Part-time,High_School,Divorced,No,No,64.2,1214,44,Medium,No
302647,67,Male,Hispanic,9,Misdemeanor,Employed,Bachelors,Divorced,Yes,No,46,2888,39,High,No
302648,46,Male,Black,2,Misdemeanor,Employed,Some_College,Divorced,No,No,72.3,4542,20,Medium,No
302649,20,Male,Hispanic,6,Felony_Mid,Part-time,Some_College,Married,No,Yes,20.2,9470,32,High,No
302650,46,Female,White,12,Felony_Low,Unemployed,High_School,Divorced,No,No,88.2,3890,49,High,No
302651,64,Female,Hispanic,9,Misdemeanor,Self-employed,Some_College,Widowed,Yes,No,46.5,5524,14,Medium,No
302652,56,Female,White,2,Felony_Mid,Employed,Some_College,Widowed,No,No,8.2,2128,25,Low,Yes
302653,53,Male,White,12,Felony_Low,Employed,Some_College,Divorced,No,Yes,67.3,500,33,High,Yes
302654,63,Male,White,3,Felony_High,Unemployed,High_School,Widowed,No,No,61.2,500,14,High,No
302655,42,Male,Black,9,Felony_Low,Unemployed,Bachelors,Divorced,Yes,Yes,72.2,8979,1,High,No
302656,22,Male,Hispanic,0,Felony_High,Self-employed,Some_College,Married,Yes,No,45.1,5631,44,High,No
302657,51,Male,White,10,Misdemeanor,Employed,Some_College,Married,No,No,46.4,2508,0,Medium,No
302658,47,Male,Black,9,Felony_Mid,Unemployed,Bachelors,Widowed,No,No,21.3,5930,15,High,No
302659,24,Male,White,6,Felony_Mid,Employed,High_School,Divorced,No,Yes,42.8,500,42,Medium,Yes
302660,70,Male,White,6,Felony_Mid,Unemployed,High_School,Divorced,Yes,Yes,75.6,7176,50,High,Yes
302661,43,Female,White,5,Misdemeanor,Unemployed,No_HS,Widowed,No,No,18,6441,29,Low,Yes
302662,46,Female,Black,2,Misdemeanor,Unemployed,Graduate,Married,Yes,No,38,500,53,High,No
302663,23,Female,White,2,Misdemeanor,Unemployed,Some_College,Married,No,No,0,500,23,Medium,Yes
302664,34,Male,White,4,Felony_Mid,Unemployed,High_School,Single,No,No,34.8,6555,41,High,No
302665,54,Male,Hispanic,7,Misdemeanor,Self-employed,Bachelors,Widowed,No,No,83,13768,59,High,No
302666,33,Female,Black,1,Misdemeanor,Unemployed,Bachelors,Divorced,No,No,67.8,2997,40,High,No
302667,20,Male,Hispanic,9,Misdemeanor,Employed,No_HS,Single,No,Yes,55.1,3850,55,High,No
302668,18,Female,Asian,10,Felony_High,Employed,No_HS,Divorced,Yes,No,90.1,13152,24,High,Yes
302669,53,Male,White,9,Misdemeanor,Part-time,Some_College,Married,No,Yes,40.1,1846,15,High,Yes
302670,18,Female,Black,10,Felony_Low,Part-time,Bachelors,Single,No,Yes,26.8,6145,50,Low,No
302671,21,Female,Black,1,Misdemeanor,Unemployed,High_School,Married,No,No,58.8,6250,2,High,No
302672,25,Female,Asian,7,Misdemeanor,Unemployed,No_HS,Widowed,No,No,65.9,9671,37,High,No
302673,43,Male,Asian,2,Felony_Low,Part-time,High_School,Widowed,No,No,36.6,1282,59,Medium,Yes
302674,46,Male,White,4,Misdemeanor,Employed,High_School,Divorced,Yes,No,37.5,2439,27,High,No
302675,61,Female,White,8,Felony_Low,Part-time,No_HS,Single,No,No,36.9,3111,11,High,No
302676,48,Male,Black,9,Felony_Mid,Unemployed,High_School,Widowed,Yes,No,86.6,3510,42,High,No
302677,41,Male,Black,12,Felony_Mid,Employed,No_HS,Widowed,No,No,94.2,5103,1,High,No
302678,39,Male,Hispanic,4,Misdemeanor,Employed,No_HS,Widowed,Yes,No,54,2292,37,High,No
302679,64,Male,Hispanic,11,Misdemeanor,Self-employed,Bachelors,Divorced,Yes,No,112.4,1736,55,High,No
302680,66,Male,Black,11,Felony_High,Self-employed,Bachelors,Widowed,Yes,No,69.5,5056,24,High,No
302681,45,Male,White,7,Felony_Low,Unemployed,Some_College,Widowed,Yes,No,36.8,6994,3,High,Yes
302682,54,Male,White,5,Felony_Mid,Unemployed,No_HS,Married,Yes,No,21.1,7106,2,Medium,No
302683,52,Female,White,3,Felony_Low,Employed,Some_College,Married,No,No,42.4,9388,21,Medium,No
302684,26,Male,Black,8,Felony_Low,Part-time,No_HS,Widowed,No,Yes,89.5,1900,55,High,No
302685,68,Male,Black,7,Felony_Low,Employed,Some_College,Married,No,No,56.3,9933,56,Medium,No
302686,70,Male,Hispanic,6,Misdemeanor,Unemployed,High_School,Divorced,No,No,7.2,500,26,High,No
302687,35,Male,White,10,Misdemeanor,Unemployed,Graduate,Widowed,No,No,57.1,500,50,High,No
302688,45,Male,Black,8,Felony_Mid,Employed,No_HS,Divorced,No,No,86.6,3248,40,High,No
302689,24,Male,White,6,Felony_Low,Employed,Some_College,Widowed,No,No,39.8,5553,19,Medium,Yes
302690,29,Female,White,9,Felony_Mid,Unemployed,No_HS,Divorced,Yes,No,22.9,4506,20,High,No
302691,38,Female,White,5,Misdemeanor,Unemployed,High_School,Widowed,No,No,65,500,12,High,No
302692,58,Male,Black,12,Felony_High,Unemployed,Bachelors,Widowed,No,No,29.9,5821,42,High,No
302693,26,Male,Hispanic,10,Misdemeanor,Employed,Graduate,Single,Yes,Yes,63.4,2902,51,High,No
302694,46,Male,White,4,Felony_Low,Employed,Some_College,Single,Yes,Yes,32.3,4464,40,High,No
302695,54,Male,White,6,Misdemeanor,Employed,Graduate,Widowed,No,Yes,60.6,7927,32,High,No
302696,47,Male,Hispanic,4,Felony_Mid,Part-time,No_HS,Widowed,Yes,No,32,4560,28,High,No
302697,66,Male,White,2,Felony_High,Self-employed,Graduate,Single,No,No,25.5,6680,9,High,No
302698,62,Male,White,8,Felony_Low,Part-time,Bachelors,Divorced,No,No,117.4,5613,0,Medium,Yes
302699,66,Male,Black,2,Felony_Mid,Part-time,Bachelors,Married,No,No,43.9,11120,50,High,No
302700,53,Female,Black,1,Felony_Mid,Unemployed,No_HS,Single,Yes,No,63.5,500,34,High,No
302701,60,Male,White,6,Felony_Low,Part-time,High_School,Single,Yes,Yes,61.2,5171,6,High,No
302702,20,Female,White,1,Felony_Low,Employed,Graduate,Divorced,Yes,No,43.8,5014,37,Low,Yes
302703,27,Male,White,9,Misdemeanor,Employed,Some_College,Widowed,No,No,3.3,4002,26,Medium,No
302704,48,Male,Black,6,Felony_Mid,Employed,Some_College,Widowed,No,No,67.7,6278,58,High,No
302705,54,Female,Asian,2,Misdemeanor,Employed,Some_College,Single,Yes,No,58.9,12873,43,Medium,Yes
302706,56,Male,Hispanic,1,Misdemeanor,Employed,High_School,Divorced,No,No,4.3,5404,4,Medium,No
302707,52,Male,Black,6,Felony_Mid,Self-employed,Bachelors,Widowed,Yes,Yes,37,9908,27,High,No
302708,62,Male,White,10,Misdemeanor,Employed,No_HS,Divorced,No,No,65.7,2222,0,High,No
302709,39,Female,Asian,6,Felony_Mid,Part-time,High_School,Married,No,No,26.3,1586,4,Medium,No
302710,42,Male,Hispanic,10,Felony_Mid,Part-time,High_School,Divorced,Yes,No,88.3,500,0,High,No
302711,53,Male,White,0,Felony_Low,Self-employed,Graduate,Married,Yes,No,33.9,11527,44,Low,Yes
302712,32,Female,Hispanic,6,Misdemeanor,Unemployed,High_School,Married,Yes,No,54.6,9597,7,Medium,No
302713,53,Female,Black,6,Felony_Mid,Employed,High_School,Divorced,No,Yes,65.6,3080,14,Medium,No
302714,59,Male,Hispanic,10,Felony_Mid,Part-time,High_School,Divorced,Yes,No,28.1,5465,32,High,No
302715,26,Male,Black,1,Misdemeanor,Employed,High_School,Married,No,No,36.5,2688,0,Medium,No
302716,70,Male,White,6,Felony_Mid,Unemployed,High_School,Single,No,No,48.1,8144,24,High,No
302717,19,Female,Asian,4,Misdemeanor,Unemployed,High_School,Divorced,No,No,58,500,25,High,No
302718,46,Male,White,12,Felony_Mid,Employed,High_School,Divorced,Yes,Yes,62.2,8016,49,High,Yes
302719,23,Male,White,7,Felony_Low,Employed,No_HS,Widowed,Yes,No,114.2,3815,14,High,No
302720,62,Male,Hispanic,7,Misdemeanor,Unemployed,Graduate,Single,Yes,No,18.1,6474,50,High,No
302721,69,Male,White,0,Felony_Low,Employed,High_School,Married,Yes,No,50.2,9476,30,High,No
302722,65,Male,White,2,Felony_Mid,Part-time,No_HS,Married,No,No,44.4,9753,59,Low,Yes
302723,48,Male,White,10,Misdemeanor,Part-time,Some_College,Divorced,Yes,No,0,500,35,High,No
302724,53,Male,Black,2,Felony_High,Employed,Bachelors,Single,No,No,64.9,500,18,High,No
302725,53,Male,Black,5,Felony_Mid,Unemployed,Some_College,Divorced,Yes,No,29.5,3922,8,High,No
302726,50,Male,Black,6,Felony_Mid,Employed,Bachelors,Single,No,No,51.1,4772,0,High,No
302727,25,Male,Black,12,Felony_Low,Employed,High_School,Divorced,No,No,23.6,6175,38,High,No
302728,66,Female,White,11,Felony_Low,Unemployed,Graduate,Single,No,No,37.6,6388,28,High,No
302729,60,Male,Black,11,Felony_High,Unemployed,High_School,Married,No,No,38.3,500,21,High,No
302730,27,Female,Black,6,Felony_Low,Unemployed,Some_College,Married,No,No,43.1,3816,24,High,No
302731,42,Male,Hispanic,5,Felony_Mid,Employed,Some_College,Married,Yes,No,50.1,8694,11,High,No
302732,26,Male,Black,8,Misdemeanor,Unemployed,Some_College,Single,No,No,50,8908,9,High,No
302733,30,Male,Black,11,Misdemeanor,Employed,High_School,Widowed,No,No,83.7,7056,31,High,No
302734,57,Male,White,6,Felony_Mid,Employed,Some_College,Divorced,No,No,76,3041,57,High,No
302735,22,Male,Asian,5,Misdemeanor,Part-time,High_School,Single,Yes,No,57.4,12518,57,High,No
302736,60,Male,White,7,Misdemeanor,Employed,Bachelors,Married,No,No,21.4,11903,22,High,No
302737,52,Male,White,12,Felony_Low,Unemployed,Bachelors,Divorced,No,No,29.3,4601,26,Medium,No
302738,29,Female,White,11,Misdemeanor,Self-employed,High_School,Single,Yes,No,40.2,500,32,Medium,No
302739,53,Female,Black,12,Misdemeanor,Part-time,Bachelors,Divorced,No,No,51.8,3804,9,High,No
302740,45,Female,Hispanic,11,Felony_High,Unemployed,Some_College,Widowed,Yes,No,8.9,9395,10,High,Yes
302741,48,Male,Black,3,Misdemeanor,Employed,High_School,Single,No,Yes,29.4,6258,35,Medium,Yes
302742,38,Male,Asian,3,Misdemeanor,Employed,Some_College,Single,No,No,63.6,806,14,High,No
302743,21,Male,Black,1,Felony_High,Employed,Graduate,Widowed,Yes,Yes,48.4,6634,48,High,No
302744,42,Male,White,3,Felony_Mid,Employed,Bachelors,Married,No,No,35,6939,60,Medium,No
302745,54,Female,Hispanic,7,Misdemeanor,Part-time,Some_College,Widowed,No,Yes,76.2,3749,20,High,No
302746,29,Female,Black,0,Misdemeanor,Employed,Some_College,Single,Yes,No,37.2,3600,59,High,No
302747,69,Female,White,6,Felony_Mid,Part-time,Bachelors,Divorced,No,No,19.4,11523,39,Medium,No
302748,68,Male,Asian,7,Misdemeanor,Employed,Bachelors,Divorced,Yes,Yes,64.2,9437,60,High,No
302749,47,Female,White,0,Felony_Mid,Employed,Some_College,Divorced,No,Yes,66.4,8649,27,High,No
302750,70,Male,Hispanic,1,Felony_Low,Self-employed,High_School,Single,No,No,30.4,500,28,Medium,No
302751,36,Male,Black,8,Felony_Mid,Unemployed,Some_College,Divorced,Yes,No,12.5,7328,22,High,No
302752,61,Male,Black,5,Misdemeanor,Unemployed,Bachelors,Widowed,No,No,85.9,2183,37,High,No
302753,60,Male,Asian,0,Felony_Mid,Employed,High_School,Widowed,No,No,26.6,500,46,Low,Yes
302754,33,Male,White,7,Felony_Mid,Part-time,Bachelors,Widowed,Yes,No,31.8,2702,43,High,No
302755,34,Female,Hispanic,1,Felony_Mid,Employed,High_School,Widowed,No,No,28.5,10598,60,High,No
302756,66,Male,White,7,Felony_Low,Employed,No_HS,Married,No,No,92.7,6125,2,High,No
302757,36,Male,Black,5,Felony_Low,Employed,High_School,Married,Yes,No,75.9,5871,46,High,No
302758,19,Male,White,7,Misdemeanor,Unemployed,No_HS,Divorced,No,Yes,76.8,3683,46,High,No
302759,53,Male,White,12,Misdemeanor,Self-employed,High_School,Single,No,Yes,64.4,500,57,High,No
302760,43,Male,White,7,Misdemeanor,Unemployed,High_School,Single,No,No,61.1,4475,26,High,No
302761,48,Male,White,5,Misdemeanor,Employed,High_School,Widowed,No,No,56.1,6899,31,Low,Yes
302762,42,Male,Black,12,Misdemeanor,Employed,No_HS,Widowed,No,No,91.8,4913,44,Medium,Yes
302763,31,Female,Black,7,Felony_Low,Employed,High_School,Widowed,No,Yes,57.6,6878,38,High,No
302764,25,Female,Asian,4,Felony_Mid,Unemployed,Bachelors,Married,No,No,23.1,500,9,High,No
302765,28,Female,White,11,Misdemeanor,Unemployed,Bachelors,Single,Yes,Yes,58,3385,16,Medium,Yes
302766,62,Male,White,2,Felony_High,Employed,High_School,Married,No,No,44.7,500,32,High,Yes
302767,69,Male,White,9,Felony_Low,Part-time,High_School,Widowed,No,No,49.7,5955,44,Medium,No
302768,39,Male,Black,4,Felony_Low,Employed,Some_College,Divorced,Yes,No,35.6,3449,50,High,No
302769,64,Female,White,4,Misdemeanor,Unemployed,No_HS,Divorced,Yes,No,34.2,4002,40,High,No
302770,27,Female,White,0,Felony_Mid,Unemployed,Bachelors,Widowed,No,No,5.3,5670,48,Medium,Yes
302771,67,Female,Black,7,Felony_Low,Unemployed,High_School,Divorced,Yes,No,41.8,3463,51,High,No
302772,39,Female,Other,6,Felony_Mid,Unemployed,High_School,Widowed,No,No,38.3,500,17,High,No
302773,19,Female,White,8,Felony_Low,Part-time,Graduate,Widowed,No,No,73.7,7447,2,High,Yes
302774,34,Male,Black,0,Felony_High,Employed,Some_College,Married,Yes,No,47.5,12691,15,High,No
302775,62,Male,White,8,Felony_Low,Self-employed,Some_College,Divorced,No,No,32.7,5493,30,High,No
302776,56,Male,Black,7,Misdemeanor,Unemployed,Some_College,Single,No,No,56.7,2594,45,High,No
302777,57,Male,White,5,Misdemeanor,Unemployed,Graduate,Divorced,No,No,35.2,3967,41,Medium,No
302778,48,Male,Black,3,Felony_Mid,Employed,Graduate,Married,No,No,81.5,500,46,Low,No
302779,35,Male,White,3,Misdemeanor,Employed,Bachelors,Single,Yes,No,84.1,10640,40,High,No
302780,21,Male,White,5,Felony_Low,Employed,Some_College,Divorced,No,No,27.1,8657,19,High,No
302781,45,Male,White,1,Felony_Low,Unemployed,Some_College,Single,Yes,No,72.2,10590,57,High,No
302782,54,Female,White,7,Felony_Mid,Employed,High_School,Widowed,Yes,No,83.8,500,29,High,Yes
302783,37,Female,White,1,Misdemeanor,Employed,Graduate,Married,No,No,30.9,6382,31,High,No
302784,39,Male,Black,3,Misdemeanor,Employed,High_School,Widowed,No,No,59.7,6769,28,High,No
302785,51,Male,Black,11,Misdemeanor,Part-time,No_HS,Single,No,Yes,46.2,500,27,High,No
302786,52,Male,Asian,12,Felony_Low,Employed,Some_College,Single,No,No,16.4,761,53,Medium,Yes
302787,57,Male,Hispanic,8,Misdemeanor,Unemployed,High_School,Divorced,No,No,63.3,4128,17,Medium,Yes
302788,53,Male,Black,12,Misdemeanor,Employed,Bachelors,Married,Yes,Yes,45.3,9335,14,High,No
302789,38,Female,White,9,Felony_High,Unemployed,Graduate,Divorced,Yes,No,62.9,4737,45,High,No
302790,42,Male,White,7,Felony_Mid,Employed,Some_College,Widowed,No,No,99.1,4722,0,Medium,No
302791,60,Male,White,6,Misdemeanor,Self-employed,Bachelors,Divorced,No,No,54.1,7534,48,High,No
302792,49,Male,White,10,Misdemeanor,Employed,Bachelors,Single,No,No,32.6,5379,7,High,No
302793,43,Male,Hispanic,1,Felony_High,Unemployed,High_School,Widowed,No,No,20.2,3704,0,High,No
302794,35,Female,Black,7,Misdemeanor,Employed,High_School,Divorced,No,No,76.4,4053,21,High,No
302795,62,Male,White,11,Misdemeanor,Part-time,No_HS,Single,Yes,No,66,4256,26,High,No
302796,59,Male,Black,1,Misdemeanor,Employed,Some_College,Married,No,No,68.2,12430,0,High,No
302797,32,Male,Black,8,Felony_High,Self-employed,Some_College,Widowed,No,Yes,34.8,9445,8,High,No
302798,28,Male,Asian,2,Felony_Mid,Part-time,High_School,Single,No,No,19.2,2718,25,High,No
302799,26,Male,Black,11,Felony_Mid,Employed,Some_College,Divorced,No,No,38.7,6993,7,High,No
302800,67,Male,Black,12,Felony_High,Employed,High_School,Married,No,No,54.3,6064,48,High,Yes
302801,44,Female,Black,8,Felony_Mid,Employed,Bachelors,Divorced,No,Yes,84,500,26,Medium,No
302802,31,Male,White,6,Felony_High,Part-time,Graduate,Single,No,No,45.2,500,44,High,No
302803,46,Female,White,0,Misdemeanor,Employed,High_School,Widowed,No,No,29.3,3281,25,Medium,No
302804,55,Male,Black,1,Felony_Mid,Employed,High_School,Widowed,No,No,66.6,3579,4,High,No
302805,38,Male,Hispanic,4,Misdemeanor,Part-time,Some_College,Divorced,No,Yes,45.7,500,25,Medium,No
302806,64,Male,White,1,Misdemeanor,Employed,Graduate,Divorced,No,No,89.8,500,60,Medium,No
302807,40,Male,White,0,Felony_Low,Part-time,Some_College,Divorced,Yes,No,44.3,6530,41,Medium,No
302808,40,Male,White,12,Felony_Low,Unemployed,High_School,Widowed,Yes,No,82.1,7431,46,Medium,Yes
302809,64,Male,White,1,Felony_High,Part-time,High_School,Widowed,No,No,64.3,11955,11,High,No
302810,23,Male,White,8,Felony_Low,Employed,High_School,Married,Yes,No,25.6,4058,14,High,No
302811,69,Male,Black,0,Felony_High,Employed,Some_College,Married,Yes,Yes,20.2,2792,1,High,No
302812,54,Male,Other,5,Felony_High,Self-employed,High_School,Married,No,Yes,82.1,7003,29,High,No
302813,18,Male,White,6,Misdemeanor,Unemployed,Bachelors,Widowed,No,No,51.5,3263,52,High,No
302814,63,Male,White,0,Felony_High,Self-employed,High_School,Widowed,No,No,48.3,3669,50,Medium,Yes
302815,64,Female,Black,8,Misdemeanor,Unemployed,Graduate,Divorced,Yes,Yes,18.4,3457,16,High,No
302816,22,Male,White,8,Misdemeanor,Self-employed,Some_College,Single,No,No,85.5,3416,1,Medium,No
302817,66,Female,Hispanic,7,Misdemeanor,Unemployed,No_HS,Divorced,No,No,25.1,9765,17,High,No
302818,34,Male,Asian,12,Misdemeanor,Unemployed,High_School,Widowed,Yes,No,31.9,6524,56,High,No
302819,70,Male,Black,0,Felony_Low,Self-employed,Graduate,Divorced,No,Yes,45.3,2023,50,Medium,No
302820,25,Male,White,10,Felony_High,Unemployed,Some_College,Widowed,No,No,24.8,2526,18,High,Yes
302821,61,Female,Black,10,Felony_High,Part-time,Some_College,Single,No,No,65.8,4828,35,High,No
302822,62,Male,Black,7,Felony_High,Employed,Graduate,Married,No,No,0,3912,15,High,No
302823,55,Male,White,3,Felony_Low,Unemployed,Graduate,Married,No,No,36.6,500,41,Medium,No
302824,21,Male,Asian,1,Misdemeanor,Unemployed,High_School,Married,Yes,No,33.7,12457,35,High,No
302825,21,Male,White,2,Misdemeanor,Employed,High_School,Single,No,No,55.4,8643,49,High,No
302826,56,Female,White,9,Misdemeanor,Part-time,Some_College,Widowed,No,Yes,84.2,1085,57,Medium,No
302827,68,Male,Hispanic,4,Felony_Low,Unemployed,High_School,Widowed,No,No,87.5,1696,14,High,No
302828,34,Male,Black,2,Felony_Mid,Employed,Bachelors,Married,No,No,43.4,3100,7,High,No
302829,64,Female,White,2,Felony_High,Employed,High_School,Single,Yes,No,65.3,11608,11,High,No
302830,18,Male,White,1,Felony_Low,Unemployed,High_School,Divorced,Yes,No,90.5,6236,14,Medium,No
302831,44,Female,White,7,Misdemeanor,Employed,Some_College,Married,No,No,39.5,11348,45,High,No
302832,52,Female,White,6,Misdemeanor,Employed,Graduate,Married,No,No,61.7,10314,48,Medium,Yes
